frame,E_976_eV,E_977_eV,E_978_eV,E_979_eV,E_980_eV,gap_976_977_eV,gap_976_978_eV,gap_976_979_eV,gap_976_980_eV,gap_977_978_eV,gap_977_979_eV,gap_977_980_eV,gap_978_979_eV,gap_978_980_eV,gap_979_980_eV,abs_nac_976_977_eV,abs_nac_976_978_eV,abs_nac_976_979_eV,abs_nac_976_980_eV,abs_nac_977_978_eV,abs_nac_977_979_eV,abs_nac_977_980_eV,abs_nac_978_979_eV,abs_nac_978_980_eV,abs_nac_979_980_eV,976_perovskite,976_BCF,976_PCBM,977_perovskite,977_BCF,977_PCBM,978_perovskite,978_BCF,978_PCBM,979_perovskite,979_BCF,979_PCBM,980_perovskite,980_BCF,980_PCBM,976_raw_perovskite,976_raw_BCF,976_raw_PCBM,977_raw_perovskite,977_raw_BCF,977_raw_PCBM,978_raw_perovskite,978_raw_BCF,978_raw_PCBM,979_raw_perovskite,979_raw_BCF,979_raw_PCBM,980_raw_perovskite,980_raw_BCF,980_raw_PCBM,976_captured,977_captured,978_captured,979_captured,980_captured,976_dominant,977_dominant,978_dominant,979_dominant,980_dominant
1325,-3.0660128743091244,-1.822069602984392,-1.783374623595136,-1.7372632229876361,-1.475932356025848,1.2439432713247325,1.2826382507139884,1.3287496513214883,1.5900805182832765,0.038694979389255924,0.08480637999675578,0.346137246958544,0.04611140060749985,0.30744226756928805,0.2613308669617882,1.5121337048e-06,2.2499673416e-05,1.291866972e-06,1.3110673639e-06,0.05457956677,0.033044449457,0.054540818304,0.03309015031,0.01141820345,0.016251466085,1.0,0.0,0.0,0.0,0.015810276679841896,0.9841897233201581,0.0,0.9941972920696325,0.005802707930367505,0.0,0.0,1.0,0.0,0.0,1.0,0.5630000000000001,0.0,0.0,0.0,0.008,0.498,0.0,0.514,0.003,0.0,0.0,0.513,0.0,0.0,0.5110000000000001,0.5630000000000001,0.506,0.517,0.513,0.5110000000000001,perovskite,PCBM,BCF,PCBM,PCBM
1326,-3.0661443288118724,-1.8119365268831826,-1.7784356350152533,-1.7494770721701802,-1.4840095951000576,1.2542078019286897,1.2877086937966191,1.3166672566416922,1.5821347337118148,0.03350089186792937,0.062459454713002405,0.32792693178312504,0.028958562845073033,0.29442603991519567,0.26546747707012264,1.3874558257e-05,2.365807982e-05,6.1676224354e-07,1.0259754364e-06,0.27871498134,0.033230407514,0.054836647261,0.037055660418,0.018145827912,0.040057664128,1.0,0.0,0.0,0.0,0.029296875,0.970703125,0.0,0.9807692307692307,0.019230769230769232,0.0,0.0,1.0,0.0,0.0,1.0,0.56,0.0,0.0,0.0,0.015,0.497,0.0,0.51,0.01,0.0,0.0,0.511,0.0,0.0,0.5130000000000001,0.56,0.512,0.52,0.511,0.5130000000000001,perovskite,PCBM,BCF,PCBM,PCBM
1327,-3.0676528185800587,-1.7967712196594476,-1.7771994511863891,-1.7529980105188314,-1.4890199039152603,1.270881598920611,1.2904533673936696,1.3146548080612273,1.5786329146647984,0.019571768473058526,0.04377320914061622,0.30775131574418735,0.024201440667557694,0.2881795472711288,0.2639781066035711,7.1721119216e-05,7.9188305717e-05,1.9116828479e-06,7.0550157763e-07,0.6,0.020273388107,0.038813017746,0.017186071435,0.039279777002,0.063666355086,1.0,0.0,0.0,0.0,0.09145129224652088,0.9085487077534792,0.0,0.9173076923076923,0.08269230769230768,0.0,0.0,1.0,0.0,0.0,1.0,0.562,0.0,0.0,0.0,0.046,0.457,0.0,0.477,0.04299999999999999,0.0,0.0,0.515,0.0,0.0,0.512,0.562,0.503,0.52,0.515,0.512,perovskite,PCBM,BCF,PCBM,PCBM
1328,-3.0694076092721896,-1.7860671735111153,-1.7724713938865038,-1.74986456349485,-1.4914188523866945,1.2833404357610743,1.2969362153856858,1.3195430457773396,1.5779887568854951,0.01359577962461156,0.036202610016265346,0.29464832112442085,0.022606830391653787,0.2810525414998093,0.2584457111081555,9.9251073838e-06,4.8929718445e-05,3.8705480078e-06,2.5590841427e-07,0.6,0.0037190686049,0.013353384938,0.064272302363,0.055826189604,0.08953715725699998,1.0,0.0,0.0,0.0,0.7726396917148363,0.2273603082851638,0.0,0.24015748031496062,0.7598425196850394,0.0,0.0,1.0,0.0,0.0,1.0,0.5630000000000001,0.0,0.0,0.0,0.401,0.11800000000000001,0.0,0.122,0.386,0.0,0.0,0.51,0.0,0.0,0.5170000000000001,0.5630000000000001,0.519,0.508,0.51,0.5170000000000001,perovskite,BCF,PCBM,PCBM,PCBM
1329,-3.0780952314652534,-1.7805522950558306,-1.7459709802679493,-1.7339883583279616,-1.4829680312036584,1.2975429364094229,1.3321242511973042,1.3441068731372918,1.595127200261595,0.03458131478788129,0.04656393672786896,0.2975842638521722,0.01198262193998767,0.2630029490642909,0.2510203271243032,3.8803750881e-06,9.7016619973e-06,8.5587402933e-06,2.2958553941e-07,0.14970514838,0.032550684259,0.0011731385799,0.6,0.026608935939,0.12080353315,1.0,0.0,0.0,0.0,0.9769673704414588,0.023032629558541268,0.0,0.02952755905511811,0.9704724409448818,0.0,0.0,1.0,0.0,0.0,1.0,0.56,0.0,0.0,0.0,0.509,0.012,0.0,0.015,0.493,0.0,0.0,0.508,0.0,0.0,0.5150000000000001,0.56,0.521,0.508,0.508,0.5150000000000001,perovskite,BCF,PCBM,PCBM,PCBM
1330,-3.079628896909645,-1.7890828288415856,-1.7263982674816547,-1.7223893794045555,-1.4791443990319082,1.2905460680680592,1.35323062942799,1.3572395175050893,1.6004844978777366,0.06268456135993095,0.06669344943703015,0.30993842980967745,0.004008888077099204,0.2472538684497465,0.2432449803726473,4.0491614734e-07,6.4920714394e-06,6.208835059e-06,1.3494739781e-06,0.043626866123,0.037856977591,0.0016185216165,0.6,0.051455560332,0.12864871416,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.005988023952095809,0.9940119760479043,0.0,0.0,1.0,0.0,0.0,1.0,0.56,0.0,0.0,0.0,0.522,0.0,0.0,0.003,0.49800000000000005,0.0,0.0,0.506,0.0,0.0,0.512,0.56,0.522,0.501,0.506,0.512,perovskite,BCF,PCBM,PCBM,PCBM
1331,-3.0841810354162247,-1.7937888328233502,-1.706892494595275,-1.697019735867254,-1.4646722441715914,1.2903922025928745,1.3772885408209496,1.3871612995489706,1.6195087912446333,0.08689633822807519,0.09676909695609615,0.32911658865175886,0.009872758728020958,0.24222025042368367,0.2323474916956627,0.00026524568897,0.0029602787616,0.003827665722,0.0035265455557999996,0.010619477431,0.022789923872,0.0022271785085,0.11500875394,0.10545365623,0.11246548504,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0019801980198019802,0.998019801980198,0.0,0.0,1.0,0.0,0.0,1.0,0.56,0.0,0.0,0.0,0.525,0.0,0.0,0.001,0.504,0.0,0.0,0.509,0.0,0.0,0.51,0.56,0.525,0.505,0.509,0.51,perovskite,BCF,PCBM,PCBM,PCBM
1332,-3.087817438315663,-1.7943271629523414,-1.690042031890918,-1.6712077812396653,-1.4464717179601152,1.2934902753633217,1.3977754064247452,1.4166096570759978,1.641345720355548,0.10428513106142345,0.12311938171267611,0.3478554449922262,0.01883425065125266,0.24357031393080275,0.2247360632795501,0.00025259152912,0.004912187585,0.004381916985,0.0084375942275,0.0093066555376,0.016214636101,0.0023975070483,0.02057389442,0.10765406797,0.10746838407,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.00199203187250996,0.99800796812749,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.531,0.0,0.525,0.0,0.0,0.001,0.501,0.0,0.0,0.51,0.0,0.0,0.5069999999999999,0.531,0.525,0.502,0.51,0.5069999999999999,PCBM,BCF,PCBM,PCBM,PCBM
1333,-3.0804436874302272,-1.800758031883197,-1.6747803129106158,-1.6464436121495032,-1.424519298269737,1.2796856555470302,1.4056633745196114,1.434000075280724,1.6559243891604902,0.12597771897258125,0.15431441973369386,0.37623873361346005,0.02833670076111261,0.2502610146408788,0.2219243138797662,0.00023917566403,0.0030979593396,0.0018121855223,0.0080767684918,0.0073797054771,0.010652517251,0.0021833036109,0.044822661127,0.097464368987,0.09903411001,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.532,0.0,0.526,0.0,0.0,0.0,0.505,0.0,0.0,0.507,0.0,0.0,0.51,0.532,0.526,0.505,0.507,0.51,PCBM,BCF,PCBM,PCBM,PCBM
1334,-3.076672727678157,-1.8127776920304086,-1.6638137074447443,-1.6259848745492458,-1.4030579858259564,1.2638950356477485,1.4128590202334128,1.4506878531289114,1.6736147418522007,0.1489639845856643,0.18679281748116283,0.4097197062044522,0.03782883289549854,0.2607557216187879,0.22292688872328936,0.0002087156875,0.0012720568928,0.0004893162435,0.0064270166251,0.0069724709543,0.0072940404873,0.0019104485762,0.060097469016,0.082505046973,0.085140894545,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.531,0.0,0.527,0.0,0.0,0.0,0.505,0.0,0.0,0.511,0.0,0.0,0.512,0.531,0.527,0.505,0.511,0.512,PCBM,BCF,PCBM,PCBM,PCBM
1335,-3.076447815678857,-1.831319449834785,-1.6570252705819803,-1.6102812848049117,-1.3841901749193812,1.245128365844072,1.4194225450968765,1.466166530873945,1.6922576407594756,0.17429417925280455,0.22103816502987317,0.44712927491540366,0.04674398577706862,0.2728350956625991,0.2260911098855305,5.2888905057e-05,0.00016740969385,0.0013682098902,0.0019793861072,0.0011100334061,0.0029445213435,0.0015484030798,0.076126943457,0.067861580808,0.066581295945,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5329999999999999,0.0,0.527,0.0,0.0,0.0,0.504,0.0,0.0,0.505,0.0,0.0,0.513,0.5329999999999999,0.527,0.504,0.505,0.513,PCBM,BCF,PCBM,PCBM,PCBM
